city,name,value,veh_series
重庆市-大渡口区,0~10%,17,HS5
江西省-吉安市,20%~50%,261,HS5
上海市-青浦区,50%~70%,4,HS5
吉林省-白城市,0~10%,283,HS5
湖北省-鄂州市,20%~50%,48,HS5
宁夏回族自治区-中卫市,0~10%,117,HS5
安徽省-池州市,20%~50%,127,HS5
新疆维吾尔自治区-博尔塔拉蒙古自治州,50%~70%,2,HS5
浙江省-嘉兴市,50%~70%,13,HS5
浙江省-台州市,0~10%,262,HS5
黑龙江省-齐齐哈尔市,50%~70%,9,HS5
湖北省-湖北省,20%~50%,20,HS5
江西省-九江市,0~10%,281,HS5
黑龙江省-伊春市,50%~70%,6,HS5
重庆市-渝北区,0~10%,305,HS5
广西壮族自治区-北海市,50%~70%,4,HS5
海南省-三亚市,10%~20%,191,HS5
安徽省-池州市,0~10%,122,HS5
内蒙古自治区-乌兰察布市,20%~50%,353,HS5
上海市-长宁区,0~10%,1,HS5
重庆市-丰都县,10%~20%,40,HS5
广西壮族自治区-百色市,50%~70%,1,HS5
辽宁省-鞍山市,70%+,3,HS5
广东省-惠州市,0~10%,1471,HS5
海南省-保亭黎族苗族自治县,10%~20%,28,HS5
河南省-南阳市,50%~70%,12,HS5
辽宁省-辽阳市,70%+,2,HS5
福建省-漳州市,50%~70%,1,HS5
辽宁省-阜新市,70%+,4,HS5
安徽省-马鞍山市,20%~50%,97,HS5
上海市-静安区,0~10%,1,HS5
宁夏回族自治区-宁夏回族自治区,10%~20%,7,HS5
黑龙江省-黑河市,0~10%,25,HS5
河南省-濮阳市,50%~70%,7,HS5
浙江省-金华市,70%+,1,HS5
山西省-大同市,20%~50%,133,HS5
重庆市-巫溪县,20%~50%,7,HS5
新疆维吾尔自治区-哈密地区,70%+,2,HS5
浙江省-绍兴市,70%+,7,HS5
安徽省-阜阳市,10%~20%,83,HS5
广东省-广东省,20%~50%,43,HS5
甘肃省-嘉峪关市,70%+,2,HS5
黑龙江省-黑龙江省,0~10%,1,HS5
新疆维吾尔自治区-阿勒泰地区,20%~50%,19,HS5
广东省-河源市,10%~20%,236,HS5
甘肃省-张掖市,10%~20%,56,HS5
海南省-琼海市,0~10%,225,HS5
陕西省-咸阳市,70%+,2,HS5
四川省-凉山彝族自治州,20%~50%,219,HS5
海南省-屯昌县,0~10%,19,HS5
上海市-上海市,50%~70%,1,HS5
重庆市-沙坪坝区,10%~20%,113,HS5
广东省-江门市,0~10%,440,HS5
安徽省-铜陵市,20%~50%,76,HS5
河北省-廊坊市,50%~70%,22,HS5
重庆市-北碚区,50%~70%,4,HS5
山西省-长治市,50%~70%,10,HS5
吉林省-吉林省,10%~20%,20,HS5
四川省-遂宁市,50%~70%,14,HS5
河南省-周口市,50%~70%,11,HS5
甘肃省-甘南藏族自治州,10%~20%,52,HS5
贵州省-铜仁地区,20%~50%,233,HS5
海南省-海口市,10%~20%,234,HS5
河北省-张家口市,10%~20%,440,HS5
四川省-资阳市,10%~20%,155,HS5
湖北省-荆门市,0~10%,192,HS5
广西壮族自治区-梧州市,50%~70%,10,HS5
陕西省-商洛市,50%~70%,2,HS5
安徽省-淮南市,10%~20%,51,HS5
河南省-鹤壁市,50%~70%,3,HS5
辽宁省-沈阳市,50%~70%,22,HS5
河南省-信阳市,0~10%,239,HS5
湖北省-十堰市,10%~20%,65,HS5
湖南省-郴州市,50%~70%,13,HS5
浙江省-金华市,50%~70%,11,HS5
浙江省-衢州市,20%~50%,233,HS5
四川省-四川省,10%~20%,39,HS5
山东省-临沂市,20%~50%,190,HS5
广东省-阳江市,50%~70%,4,HS5
辽宁省-铁岭市,20%~50%,85,HS5
浙江省-绍兴市,50%~70%,10,HS5
安徽省-蚌埠市,20%~50%,182,HS5
四川省-南充市,50%~70%,47,HS5
海南省-三亚市,70%+,25,HS5
宁夏回族自治区-固原市,20%~50%,85,HS5
上海市-崇明区,20%~50%,7,HS5
江西省-上饶市,0~10%,233,HS5
重庆市-开县,0~10%,60,HS5
四川省-自贡市,50%~70%,7,HS5
湖南省-岳阳市,50%~70%,12,HS5
浙江省-舟山市,10%~20%,21,HS5
贵州省-贵州省,50%~70%,1,HS5
北京市-门头沟区,20%~50%,9,HS5
广东省-汕尾市,50%~70%,9,HS5
山西省-忻州市,20%~50%,251,HS5
辽宁省-营口市,50%~70%,9,HS5
北京市-朝阳区,50%~70%,3,HS5
海南省-陵水黎族自治县,10%~20%,178,HS5
辽宁省-铁岭市,0~10%,75,HS5
四川省-泸州市,10%~20%,389,HS5
山东省-烟台市,50%~70%,8,HS5
云南省-玉溪市,20%~50%,136,HS5
福建省-福建省,10%~20%,3,HS5
重庆市-巴南区,20%~50%,220,HS5
上海市-崇明区,0~10%,56,HS5
河南省-洛阳市,10%~20%,309,HS5
黑龙江省-双鸭山市,50%~70%,2,HS5
江苏省-无锡市,10%~20%,577,HS5
浙江省-宁波市,70%+,3,HS5
大陆-大陆,0~10%,13,HS5
江苏省-苏州市,0~10%,1268,HS5
甘肃省-张掖市,70%+,1,HS5
黑龙江省-哈尔滨市,0~10%,115,HS5
辽宁省-锦州市,50%~70%,5,HS5
黑龙江省-佳木斯市,50%~70%,9,HS5
辽宁省-本溪市,50%~70%,1,HS5
安徽省-合肥市,20%~50%,608,HS5
河北省-承德市,10%~20%,377,HS5
天津市-河北区,0~10%,2,HS5
黑龙江省-大庆市,20%~50%,62,HS5
山西省-朔州市,20%~50%,108,HS5
河北省-邢台市,10%~20%,346,HS5
河南省-安阳市,50%~70%,6,HS5
广西壮族自治区-柳州市,0~10%,192,HS5
甘肃省-白银市,10%~20%,172,HS5
贵州省-黔东南苗族侗族自治州,10%~20%,515,HS5
贵州省-黔南布依族苗族自治州,50%~70%,31,HS5
江苏省-南京市,0~10%,853,HS5
河南省-焦作市,0~10%,212,HS5
安徽省-黄山市,50%~70%,1,HS5
海南省-海口市,70%+,1,HS5
河北省-张家口市,70%+,1,HS5
安徽省-合肥市,0~10%,469,HS5
云南省-保山市,10%~20%,167,HS5
河北省-石家庄市,50%~70%,28,HS5
上海市-闵行区,20%~50%,41,HS5
天津市-大港区,20%~50%,59,HS5
北京市-房山区,10%~20%,178,HS5
安徽省-淮南市,70%+,1,HS5
重庆市-武隆县,10%~20%,107,HS5
海南省-临高县,0~10%,32,HS5
云南省-红河哈尼族彝族自治州,20%~50%,210,HS5
上海市-松江区,10%~20%,221,HS5
甘肃省-酒泉市,50%~70%,112,HS5
陕西省-宝鸡市,20%~50%,222,HS5
广西壮族自治区-来宾市,10%~20%,42,HS5
广东省-中山市,10%~20%,440,HS5
吉林省-通化市,0~10%,139,HS5
新疆维吾尔自治区-塔城地区,0~10%,264,HS5
云南省-丽江市,20%~50%,27,HS5
广东省-梅州市,50%~70%,9,HS5
浙江省-杭州市,70%+,6,HS5
内蒙古自治区-兴安盟,20%~50%,516,HS5
福建省-南平市,0~10%,391,HS5
上海市-闵行区,0~10%,92,HS5
广西壮族自治区-广西壮族自治区,50%~70%,4,HS5
辽宁省-盘锦市,10%~20%,132,HS5
山东省-日照市,0~10%,496,HS5
江苏省-常州市,10%~20%,476,HS5
湖北省-武汉市,10%~20%,672,HS5
海南省-陵水黎族自治县,70%+,23,HS5
内蒙古自治区-包头市,50%~70%,20,HS5
内蒙古自治区-通辽市,20%~50%,193,HS5
山西省-晋城市,50%~70%,8,HS5
河北省-秦皇岛市,20%~50%,334,HS5
浙江省-丽水市,20%~50%,117,HS5
吉林省-吉林市,0~10%,236,HS5
甘肃省-陇南市,20%~50%,226,HS5
湖南省-张家界市,10%~20%,68,HS5
河南省-洛阳市,70%+,1,HS5
内蒙古自治区-兴安盟,0~10%,543,HS5
广西壮族自治区-玉林市,0~10%,46,HS5
云南省-楚雄彝族自治州,50%~70%,5,HS5
黑龙江省-绥化市,10%~20%,52,HS5
重庆市-黔江区,20%~50%,22,HS5
广西壮族自治区-钦州市,20%~50%,112,HS5
吉林省-辽源市,0~10%,78,HS5
广东省-肇庆市,10%~20%,520,HS5
四川省-雅安市,20%~50%,217,HS5
天津市-西青区,50%~70%,7,HS5
新疆维吾尔自治区-和田地区,0~10%,15,HS5
北京市-北京市,10%~20%,48,HS5
福建省-莆田市,20%~50%,80,HS5
内蒙古自治区-通辽市,0~10%,459,HS5
河南省-许昌市,50%~70%,19,HS5
河北省-邢台市,70%+,2,HS5
宁夏回族自治区-吴忠市,20%~50%,244,HS5
甘肃省-白银市,70%+,2,HS5
甘肃省-定西市,50%~70%,14,HS5
辽宁省-朝阳市,10%~20%,33,HS5
重庆市-黔江区,0~10%,70,HS5
青海省-海南藏族自治州,20%~50%,115,HS5
内蒙古自治区-内蒙古自治区,0~10%,20,HS5
浙江省-杭州市,50%~70%,35,HS5
云南省-西双版纳傣族自治州,50%~70%,2,HS5
安徽省-滁州市,10%~20%,484,HS5
新疆维吾尔自治区-克拉玛依市,50%~70%,3,HS5
重庆市-潼南县,10%~20%,20,HS5
上海市-青浦区,20%~50%,69,HS5
云南省-保山市,70%+,1,HS5
重庆市-垫江县,10%~20%,40,HS5
海南省-乐东黎族自治县,0~10%,57,HS5
福建省-福州市,10%~20%,710,HS5
新疆维吾尔自治区-博尔塔拉蒙古自治州,20%~50%,44,HS5
海南省-儋州市,50%~70%,1,HS5
广东省-韶关市,50%~70%,12,HS5
上海市-松江区,70%+,2,HS5
甘肃省-武威市,50%~70%,18,HS5
广东省-中山市,70%+,1,HS5
湖北省-宜昌市,10%~20%,215,HS5
河北省-邯郸市,50%~70%,8,HS5
黑龙江省-齐齐哈尔市,20%~50%,61,HS5
四川省-攀枝花市,0~10%,101,HS5
安徽省-芜湖市,20%~50%,87,HS5
天津市-天津市,50%~70%,2,HS5
山东省-泰安市,0~10%,401,HS5
黑龙江省-伊春市,20%~50%,48,HS5
广西壮族自治区-北海市,20%~50%,90,HS5
浙江省-温州市,70%+,1,HS5
上海市-青浦区,0~10%,287,HS5
上海市-金山区,10%~20%,23,HS5
广西壮族自治区-百色市,20%~50%,91,HS5
广东省-珠海市,0~10%,153,HS5
福建省-龙岩市,0~10%,232,HS5
浙江省-嘉兴市,0~10%,537,HS5
山西省-阳泉市,10%~20%,95,HS5
湖北省-武汉市,70%+,1,HS5
河南省-南阳市,20%~50%,160,HS5
福建省-漳州市,20%~50%,180,HS5
山西省-吕梁市,10%~20%,118,HS5
黑龙江省-齐齐哈尔市,0~10%,60,HS5
河南省-濮阳市,20%~50%,93,HS5
四川省-眉山市,10%~20%,368,HS5
四川省-绵阳市,10%~20%,428,HS5
重庆市-奉节县,50%~70%,1,HS5
甘肃省-兰州市,50%~70%,23,HS5
黑龙江省-绥化市,70%+,4,HS5
广东省-肇庆市,70%+,2,HS5
湖南省-永州市,50%~70%,16,HS5
重庆市-江津区,0~10%,231,HS5
云南省-昭通市,50%~70%,11,HS5
山东省-菏泽市,0~10%,347,HS5
海南省-定安县,10%~20%,150,HS5
新疆维吾尔自治区-乌鲁木齐市,10%~20%,201,HS5
天津市-南开区,20%~50%,1,HS5
山东省-济宁市,10%~20%,489,HS5
黑龙江省-鸡西市,0~10%,19,HS5
上海市-上海市,20%~50%,44,HS5
山西省-晋中市,0~10%,353,HS5
海南省-琼中黎族苗族自治县,20%~50%,62,HS5
河北省-廊坊市,20%~50%,346,HS5
重庆市-万盛区,20%~50%,4,HS5
重庆市-梁平县,0~10%,53,HS5
重庆市-北碚区,20%~50%,95,HS5
山西省-长治市,20%~50%,164,HS5
四川省-遂宁市,20%~50%,475,HS5
江苏省-宿迁市,0~10%,119,HS5
河南省-周口市,20%~50%,200,HS5
安徽省-滁州市,70%+,4,HS5
上海市-嘉定区,50%~70%,1,HS5
北京市-海淀区,50%~70%,1,HS5
新疆维吾尔自治区-克孜勒苏柯尔克孜自治州,50%~70%,1,HS5
浙江省-温州市,50%~70%,3,HS5
山东省-济南市,50%~70%,8,HS5
四川省-达州市,0~10%,542,HS5
广东省-潮州市,10%~20%,58,HS5
广西壮族自治区-梧州市,20%~50%,64,HS5
陕西省-商洛市,20%~50%,121,HS5
青海省-玉树藏族自治州,10%~20%,38,HS5
安徽省-巢湖市,10%~20%,316,HS5
河南省-鹤壁市,20%~50%,80,HS5
新疆维吾尔自治区-喀什地区,10%~20%,36,HS5
上海市-上海市,0~10%,24,HS5
辽宁省-沈阳市,20%~50%,250,HS5
浙江省-金华市,20%~50%,386,HS5
湖南省-郴州市,20%~50%,252,HS5
四川省-甘孜藏族自治州,0~10%,37,HS5
广东省-阳江市,20%~50%,175,HS5
广西壮族自治区-防城港市,0~10%,87,HS5
辽宁省-大连市,10%~20%,270,HS5
浙江省-绍兴市,20%~50%,471,HS5
吉林省-松原市,10%~20%,380,HS5
四川省-南充市,20%~50%,997,HS5
贵州省-黔西南布依族苗族自治州,50%~70%,12,HS5
新疆维吾尔自治区-昌吉回族自治州,50%~70%,15,HS5
广东省-湛江市,10%~20%,86,HS5
湖南省-岳阳市,20%~50%,241,HS5
四川省-自贡市,20%~50%,178,HS5
贵州省-贵州省,20%~50%,15,HS5
新疆维吾尔自治区-吐鲁番地区,50%~70%,73,HS5
江西省-萍乡市,10%~20%,54,HS5
北京市-通州区,50%~70%,10,HS5
贵州省-六盘水市,0~10%,624,HS5
广东省-汕尾市,20%~50%,145,HS5
山东省-莱芜市,20%~50%,35,HS5
江西省-南昌市,50%~70%,7,HS5
辽宁省-抚顺市,50%~70%,1,HS5
北京市-朝阳区,20%~50%,98,HS5
辽宁省-营口市,20%~50%,98,HS5
湖北省-潜江市,10%~20%,26,HS5
河南省-商丘市,50%~70%,22,HS5
山东省-烟台市,20%~50%,272,HS5
四川省-绵阳市,70%+,1,HS5
天津市-静海县,0~10%,98,HS5
海南省-白沙黎族自治县,0~10%,3,HS5
浙江省-浙江省,50%~70%,1,HS5
黑龙江省-双鸭山市,20%~50%,12,HS5
四川省-阿坝藏族羌族自治州,20%~50%,16,HS5
甘肃省-临夏回族自治州,50%~70%,2,HS5
辽宁省-锦州市,20%~50%,108,HS5
黑龙江省-佳木斯市,20%~50%,52,HS5
辽宁省-本溪市,20%~50%,18,HS5
山东省-济宁市,70%+,2,HS5
浙江省-湖州市,10%~20%,538,HS5
吉林省-白山市,0~10%,72,HS5
辽宁省-营口市,0~10%,75,HS5
